"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18"
"ENSG00000009724",21,56,57,131,87,106.79,23,19.96,7,100,133.66,138,359.99,362.91,193,89,68,51
"ENSG00000009765",197,272,341.66,240.84,182,145.04,119,76,82.78,243.42,309.97,332,624.72,584.53,328,141.82,134,137
"ENSG00000009780",27,48,50,33,38,26.21,14.4,13,22.02,43.96,58.66,47,51.86,73.15,36.85,25.92,33,25
"ENSG00000009790",8,3,8,2,1,2,15,15,8,0,2,2,6,7,4,8,1,2
"ENSG00000009830",33,32,41.98,55,46,45,24,29,19,24,32,42,66,76,54,42,32,33
"ENSG00000009844",132,169.98,218.65,194.05,239,166,86.02,56,55,172,210,176,227.99,253.95,113.32,133.45,160,136
"ENSG00000009950",50,72.94,122.09,122.79,106.72,99,22.06,18,15,107,168.28,152.89,1158.86,1109.3,898.71,166,102,139
"ENSG00000009954",559.45,703.71,817.15,820.85,891.23,773.6,267,180.08,220.24,892.51,883.31,913.21,1113.58,1015.34,627.23,558,762.02,553.79
"ENSG00000010017",75,84,98.07,147.81,137.93,120,39,25,21,135.06,154,155,209.91,172.11,104,109,141,102
"ENSG00000010030",1,1,2,2,1,1,1,0,2,0,1,2,4,5,0,1,0,0
"ENSG00000010072",52,33,51,41,48.95,31,23,12,18,48,47,31,81,65,32,34,22,22
"ENSG00000010165",40.11,90,91.74,86,84,71,35.92,30,16,65,66,72,77,88.47,39.39,53,63,57
"ENSG00000010219",27.41,28.05,58.73,26.1,37.1,15.11,28.27,22,19,33,27.25,44.52,46.13,55.16,30,28,20,17.03
"ENSG00000010244",294.86,377.11,457.65,439.12,487.46,368.34,162.43,116.8,90.37,472.94,601.89,554.22,614.98,498.3,275.38,360.2,345.53,395.34
"ENSG00000010256",144,229,311,569.63,549.11,555.26,115.38,64,96,350.99,417.97,444.84,426.58,540.98,297,409.08,322.97,277
"ENSG00000010270",69,65,76,69,85,69.67,27,17,24,56,68,72,72,57,33,60,54,44.07
"ENSG00000010278",280.99,214.98,319,264.9,322.95,322.21,165,131,131,240.83,276,333.09,491.01,538.8,288,262,249,291
"ENSG00000010282",1,0,1,0,0,0,3,6,0,1,2,1,5,3,0,2,0,0
"ENSG00000010292",25.83,68.83,71.43,48.65,51,46,34.1,36.79,26,66,60.97,69,87,80.84,66,59.85,55.13,41
"ENSG00000010295",13,12,22,19,23,22,22,14,8,18,33,20.98,87.06,73,56,30,17,16
"ENSG00000010310",4,4,1,11,11,14,13,13.71,3,9,5,8,6,5,6.97,19,17,9
"ENSG00000010318",9,11,11,17,10,9,16,12,1,18,20,20,36,27,14,17,8,6
"ENSG00000010319",7,4,7,0,1,0,17,13,5,0,0,1,6,6,1,3,0,1
"ENSG00000010322",31,56.97,68.82,107,94.17,110.84,31.97,16,15,92.6,100,102.9,187.01,187.73,142,89.07,87,86.99
"ENSG00000010327",6,3,2,0,2,2,5,7,4,1,0,0,6,6,6,5,5,10
"ENSG00000010361",1,0.3,3,4,1,1,3,3,9,2,4,6,2,3,2,1,2,3.55
"ENSG00000010379",3,4,11,16,12,7,3,6,1,12,24,25,28,28,21,17,1,11
"ENSG00000010404",201.28,198.16,204.79,286.44,330,232.85,125.08,70.07,49.58,254.02,267.65,259.03,192.16,161.5,75.56,146.15,131.33,140.15
"ENSG00000010438",12.93,20.31,33.49,49.97,49.49,36.77,8.91,5,7,24.67,32.39,32.46,47.05,47.07,35.11,12.56,27,22
"ENSG00000010539",22,28,30.73,25.1,20,30.07,20.63,19,27,29,33,37,54.21,55,18,30,26,26.01
"ENSG00000010610",14,17,15,6,4,5,24,18,13,3,3,0,35,79.89,30,24,11,18
"ENSG00000010626",13,17,20,6.27,15.32,4.09,29,22.44,14,13,21.77,20.03,19,21.03,10.63,19.76,13.5,25
"ENSG00000010671",8,10,11,3,6,2,14,10,9,0,0,1,18,20,7,10,5,4
"ENSG00000010704",29,43,40,79,56.32,48,17,13,16,56,90,69.16,62,72,35,37,52.74,56
"ENSG00000010803",33,70,101,64,50,54.75,41,16,21,64,85,106,100,143,91.01,45,31,49
"ENSG00000010810",18,10,21,12,9,5,20,11,6,10,11,10,55,39,24,22,11,18
"ENSG00000010818",149.34,201,230,258.8,414,291.49,144.99,93,59,252,253,257.81,245,257,156,207.02,228.05,225
"ENSG00000010932",148,205,311.01,121.97,91.97,55,54,38,33,67,62,71.01,126.99,100,84,37,39,32
"ENSG00000011007",270.6,314.63,395.71,446.31,465.25,438,127,108,120,392.95,446,443.77,397,404,218.96,255,321,221
"ENSG00000011009",17.83,16.94,22.76,102.24,90.65,86.77,11.85,9,11,48.18,74.76,83.06,104.98,88.89,90,98,64.44,52
"ENSG00000011021",27.63,57,61.11,52,47,49.23,30.3,30,29.05,45,79.26,80,122,138.05,103.86,52.93,49,52
"ENSG00000011028",4,7,2,22,12,6,7,1,2,2,3,1,25.79,29,7,8,39,29.99
"ENSG00000011052",34,0,49.28,43.31,81.82,0,30.15,0,20.35,0,29.17,37.66,35.2,46,27.6,12.69,46.21,0
"ENSG00000011083",2,0,3.03,0,0,0,8,4,3,0,0,0,4,8,1,0,2,0
"ENSG00000011105",15,22,29,65,57.92,49,13,8,7,45,80,86,109.07,122,71,71,66,41
"ENSG00000011114",213.97,238.86,287.93,239.87,262.35,222.94,94,64.3,76,251.75,250.34,272.25,287.05,278.23,146.9,182,216,176.97
"ENSG00000011132",6.83,5,13,22,10,17,6,7.98,4,4,18,6,50,58,25,18,16,13
"ENSG00000011143",12,26,20,8,17,21,16,4,9,11,18,17,17,16,22,18,16,7
"ENSG00000011198",109,96,143,121,159.97,143,65,54,32,117,122,112,183.07,155,98,81.02,99,99
"ENSG00000011201",6,6,11,3,2.8,3,3,5,2,0,0,2,15,13,4,4,7,4
"ENSG00000011243",47.03,75,91,161.63,154,164,42.94,21,31,168,180.06,186.77,285,291.89,205,139.09,154,121
"ENSG00000011258",61,58.96,75,72,72,57.75,22,14,17,92,98.8,89,145.99,97.06,44,49,45,57
"ENSG00000011260",86.54,79.86,115.76,97.99,104.91,89.79,34,28.42,30,90.85,92.41,98.49,139.24,136,74.74,97.96,117.94,65.96
"ENSG00000011275",111.44,136.87,186.49,191.85,218.62,171.92,80.4,35.44,42.64,171.99,190.47,192.58,294.71,287.9,174.04,168.46,133.9,154.79
"ENSG00000011295",68,110.29,114.79,145.05,135.65,117.78,42.91,35.02,38.98,147.83,176.76,171,256.73,187.29,126.98,130,111,111
"ENSG00000011304",56.85,96,86.98,177.72,184.6,186.9,33,27,14.26,150.08,217,214.93,381.34,410.93,291.48,270.97,194,214
"ENSG00000011332",2,1,2,0,1,0,5,6,1,0,0,0,1,4,1,3,0,1
"ENSG00000011347",12,16,13,15,18,16,17,7.54,15,8,8,3,216,205.02,132,9,10,7
"ENSG00000011376",83,129,120,160,158.59,121.53,68,45,39,104,157.85,160.02,147.68,151,77,128,105,99
"ENSG00000011405",513.95,498.23,675.75,497.75,596.68,429.65,190.86,136,188,593.85,689,669.39,782.41,592.02,371,350.94,425.9,337.87
"ENSG00000011422",17,14,19,9,18,13,31.99,12,18,6,9,10,44,81,40,55.83,44,34
"ENSG00000011426",5,5,3,5,4.98,4,7,4,0,13,10,5,9,8,0,23,16,15
"ENSG00000011451",20,29.17,39.12,65,43,68,11.67,21,6,44,63,55,105.88,128.01,93.9,75.94,46,59
"ENSG00000011454",173.92,232.91,284.93,219.96,256.09,182.35,116,58,87,247,219.99,227,327.99,298.07,158,124,212,133
"ENSG00000011465",9.95,4,12,7,0,4,16,18,9,5,7,8,12,6,9,3,0,25
"ENSG00000011478",6,2,1,10,15,10.51,7,0,0,3,4,3,14,17,8,6,8,12
"ENSG00000011485",73,80.94,83,148.89,167,130.88,35.93,22,31,147,169.29,163,223.99,202,153.95,136.9,142,159
"ENSG00000011523",22,29,36,31,32,30,15,21.07,20,28,33,40,71,74,50,29,30,30
"ENSG00000011566",124.98,158,223.94,236,270.5,177,51.99,49,36,238.91,294.82,291,253,190,138.01,230.29,266,212.97
"ENSG00000011590",5,1,2,0,0,0,5.92,7,4,0,0,0,3,1,0,0,0,1
"ENSG00000011600",68,30,71,19,33,29.98,49,35,32,6,4,5,134.37,195.04,94,80,38,71.94
"ENSG00000011638",7,9,16,18,19,18,5,10,8,1,7,7,8,12,9,4,9,8
"ENSG00000011677",0,2,1,0,0,0,3,6,5,0,0,0,3,1,0,1,0,0
"ENSG00000012048",26.93,20,29,30.99,30,24,26,16,7,28,22,20,27,21,13,39,20,43
"ENSG00000012061",8,25,33,55,62,53,22,12,8,46,58,60,52.92,73,29,78,31,52
"ENSG00000012124",11,11,22,11,13,23,19,13,11,4,9,9,14,21,12,22,7,18
"ENSG00000012171",5,0,6,8,5,6,9,9,3,4,6,6,16,17,9,23,6,1
"ENSG00000012174",59,80.98,94,96.23,93.92,81,25,27.17,19,125,124,128.16,124,94.95,43.72,59.52,69.36,61.88
"ENSG00000012211",6,5,10,9,6,1,12,8,2,8,11,2,15,22,19,7,5,6
"ENSG00000012223",4,1,3,2,0,0,7,2,5,0,0,0,0,3,1,3,0,1
"ENSG00000012232",44.07,100,140,185.96,133.78,132.53,44,31,28,129,151.4,146.89,263.66,196.01,155.99,114,87,91
"ENSG00000012504",453.4,426.08,583.47,485.6,497,421.81,130,116,104,431.56,461,445.96,543.04,437,264,191.92,298,220
"ENSG00000012660",426.64,517.9,681,541.69,539.88,415.2,186.04,155.91,169,518.06,551.99,568.21,818.2,672.02,370.2,377,426,341
"ENSG00000012779",2,0,4,1,1,5,1,2,0,0,4,1,9,6,2,4,0,1
"ENSG00000012817",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ENSG00000012822",101.94,120.92,162,191,138.15,155.97,63.89,66.68,53,167,177.77,149.95,324.98,295,190.78,85,140,87
"ENSG00000012963",45.74,71,76,81.19,76.03,63,22.3,22.23,19.02,77.83,93.15,89.65,103,84.36,55.84,49.85,69.8,39
"ENSG00000012983",129.1,139.98,191,171.34,210.01,148.99,43,36,49,182,206.06,173,200.56,167,90.98,107.01,186,130
"ENSG00000013016",2,2,6,2,5,2.01,8,10,9,4,1.01,1,8,11.02,6.02,2.01,2.01,8.96
"ENSG00000013275",193.82,228.02,307.96,312,378.06,334,95.98,72.11,63,260.86,285.1,291,308.03,302,158,236.3,161,188.97
"ENSG00000013288",80,87,124,165,122.04,134.1,41,24,38,95,174,150,216.95,253,155,119,126,124
"ENSG00000013293",11,11,8,5,3,0,10,10,11,1,6,4,6,8,6,1,1,5
"ENSG00000013297",3,7,10,3,1,1,5,3,0,4,5,6,4,0,3.85,1,0,0
"ENSG00000013306",19,28,44.17,116,140.04,160,18,15,12,83,93.01,82,120.85,127,66,103,88.74,70
"ENSG00000013364",81.52,138.88,171.99,344.94,334.08,384.7,63.44,33.61,53.51,273.26,351.09,315.56,727.98,790.92,514.48,454.97,423,333.45
"ENSG00000013374",247,257,347.08,330,349.93,350.56,123,78.17,124,350.59,388.06,367.23,445.91,435.01,226,245.69,290.99,256.92
"ENSG00000013375",331,466.95,547.78,530.22,575.12,466.05,147.08,112,96,641.99,649,653.93,579.8,521.06,314.01,372.47,381,368
"ENSG00000013392",25,20.99,32,18,27,24,11,12,3,24,27,38,33,51,30,15,12,14
"ENSG00000013441",253.26,257.99,352,261.59,224.89,178.62,115.02,85,126.93,329.47,347.46,365.95,582.08,398.05,253,140,220.92,191
"ENSG00000013503",65,99.28,118,110.42,114,93,68,23,25,144,147.01,165,150,165,76,92,81.87,85
"ENSG00000013523",24,56,68.25,86.21,105.78,71.21,18.55,20.52,9,80.15,69.45,97.8,154.63,163.39,87.41,74.19,61,57
"ENSG00000013561",239.67,278.91,397.6,345.13,436.65,364.94,142.89,84,121.82,350.17,425.56,404.91,384.87,325.38,205.59,277.59,271,235.84
"ENSG00000013563",13,15,17,40,25,27,25,13,20,12,18.08,32,61,60,40,37,27,20.03
"ENSG00000013573",30.12,26.97,15.18,16.48,22.26,20.35,32.39,17.99,11.88,33.89,31.16,24.63,62.93,83.32,66.88,32.87,38.65,34.4
"ENSG00000013583",91,114.01,126,128.01,124.98,108,42,47.14,36,123,135,145,174,188,121,114.94,123,74
"ENSG00000013588",16,15,16,40,66.39,61,22.94,10,7,14,13,12,21,15.21,14,22,9,9
"ENSG00000013619",26.1,49,66,82,72,56,22,16,19,56,62,63,86,87,73,90,83,78
"ENSG00000013725",2,3,6,1,3,2,7,9,4,1,1,2,8,9,3,4,3,2
"ENSG00000013810",9,8,6,7,6,8,20,14,7,16,7,8,27,24,26,20,4,12.02
"ENSG00000014123",277,314.01,437.88,412.62,430.82,359.46,106.99,91,112.48,577.88,582.88,530.84,462,407.57,239.96,257.96,415.7,290.97
"ENSG00000014138",15,8.17,9.08,5.02,10.27,15.15,10.46,8,4.72,22,14.03,10.32,26,21.03,15,8.23,6.64,7.73
"ENSG00000014164",5,12,13.62,27,26,41.95,5,10,6,27,41,30,66,90.93,63,36,30.12,36
"ENSG00000014216",59,95.88,115.01,253.44,271.42,288.9,47,33,20,195.98,264.65,254.93,395,485.25,354.99,360,257.15,301
"ENSG00000014257",4,3,1,1,1,0,11,6,0,1,1,0,3,1,1,1,0,0
"ENSG00000014641",312,362,385.13,427.24,543.16,385.28,190,132,120,381,448.99,457.02,300,317.3,200,315,315,289.18
"ENSG00000014824",284,298,427.94,369,462.72,349.01,109.04,90,88,455.32,421.34,435,434,443,246,264.55,308.01,312
"ENSG00000014914",37,55,87,74,66,57.99,26,20,16,99,110.69,122,170.62,177,117,38,51,39
"ENSG00000014919",145.97,188,221.82,308,346.35,294.93,81.44,43,66,261,266,294.96,194,199.15,113,185,154,181
"ENSG00000015133",27,28.04,29.04,33.29,35.16,38.2,20.23,21.02,10,34.07,46.82,42.08,41.09,55.05,34.76,33.38,50,35.25
"ENSG00000015153",118.89,107.45,138,129,143.97,114,52,36.84,29.04,174.7,160,185.81,186.21,172,93.99,112,126.98,109
"ENSG00000015171",322,353.98,492.32,426.07,459.1,393.02,176.99,95,130.01,515,517.23,433.86,526,503.24,305.76,275,346,208
"ENSG00000015285",4,0,3,1,4.94,3,7,2,4,0,2,3,8,8,6,5,2,3
"ENSG00000015413",1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000015475",81,139,156.64,153,186,191.1,62,35,50,137,141,170.31,219,193,128,140,91.5,85
"ENSG00000015479",744.94,915.83,1064.61,778.94,951.87,687.14,228.64,247.87,343,901.67,1017.13,857.05,1192.1,1090.92,508.13,635.68,682.22,637
"ENSG00000015520",51,128,160,302.48,235.51,227.99,42,35.01,32,175,332.84,279.98,489,494,350.13,267.08,144,177
"ENSG00000015532",11,19,30,50.87,41,53,10,8,5,38.94,52.01,43,85.96,87,59,56,71,50.03
"ENSG00000015568",94,77.35,50.39,133.44,115.45,60.51,65.28,70.68,52.16,85.78,240.54,152.07,178.72,102.43,59.27,76.16,68.75,56.17
"ENSG00000015592",0,2,4,0,0,0,7,3,3,0,0,0,3,1,0,1,0,0
"ENSG00000015676",184,249.43,334.16,335,319,319.51,135,92,72,291,334,331,387.97,428.62,256,258,256,232
"ENSG00000016082",2,0,2,0,0,1,1,1,2,0,0,0,0,2,0,0,0,0
"ENSG00000016391",77.98,152,132,220,177,163.85,47.97,26,31.41,195,258.01,256.51,588.47,658.3,357,253,176,141
"ENSG00000016402",0,3,2,0,0,0,4,5,8,0,0,0,2,2,0,0,0,1
"ENSG00000016490",2,3,2,0,0,0,6,3,1,0,0,0,3,5,3,1,0,0
"ENSG00000016602",0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000016864",40,60,103,66,53.25,61,25,25,21,52,67,77,94.81,71,58,44,45,36
"ENSG00000017260",245.7,345.2,454.97,452.43,436.11,338.95,108.94,119.59,115,369.86,382.01,457.05,493,434.09,231.19,262.77,306.74,228
"ENSG00000017427",341.29,391.16,553.59,347.27,228.42,219.75,151.77,137,109,242.72,278.34,262.02,615.16,433.66,293.9,241.98,315.98,206.69
"ENSG00000017483",3,2,5,2,4,4,20,6.02,6,1,6,2,7,11,2,2,2,4
"ENSG00000017797",307.72,357.07,479.67,560.75,599.77,543.47,119.11,88.99,159.53,647.46,632.35,651.2,593.12,569.97,333.45,360.57,499,336.43
"ENSG00000018189",110.84,167.94,200.82,281.21,269.08,280.89,78.07,45.24,69.87,318.94,314.04,297.29,385.53,313.75,180.67,230.85,238.79,234.04
"ENSG00000018236",2,1,1,0,0,1,7.64,3,0,0,0,0,0,4,1,0,0,0
"ENSG00000018280",10,3,5,4,5,3,3,12,2,1,3,2,26,34,20,8,6,10
"ENSG00000018408",142.93,167,167.36,231.91,228.28,186.36,48,51,41,202.17,197,185.12,196,186,128,180.07,290.35,179.02
"ENSG00000018510",631.71,659.86,849.09,696.62,815.45,533.61,251,191.03,236,938.07,929.29,871.77,792.08,678,344,457.93,556.55,445.75
"ENSG00000018610",21.18,33.14,37.58,35,42.08,28.44,11,5.42,2,23,40.2,32,70.41,62,37.22,37.8,36.13,42.24
"ENSG00000018625",4,4,11,3,9.97,5,19.74,13,8,2,1,2,8,7,4,5,1,5
"ENSG00000018699",49.99,78,79,64,70.9,71.53,26,21,12,60.03,55,63,52,63,42,63,46,37
"ENSG00000018869",4,3,11,4,7,8,3,5,1,4,4,1,10,6,8,5,8,2
"ENSG00000019102",1,1,2.94,3,1,0,3,4,1,0,1,0,2,0,0,1,8,2
"ENSG00000019144",30,27.42,36,34,38,44.06,55,45.96,35,34,29,28,62,64.26,38,31,42,31
"ENSG00000019169",1,6,3,1,8,8,5,3,0,1,0,0,18,52,9,9,10,7
"ENSG00000019186",1,2,3,1,1,0,6,3,2,4,1,0,3,1,0,4,0,0
"ENSG00000019485",12,14,10,9,17,7,25,16,13,20,21,13,35.99,29,20,18,17,8.78
"ENSG00000019505",3,8,10,72,78,49,6,7,4,80,45,53,4,2,1,31,27,25
"ENSG00000019549",11,18,29.93,10,17,18,18,9,11,28,27.26,37,9.92,17,5,20,8,19
"ENSG00000019582",88,115.58,150,77,103.7,173.65,92.71,59,36.71,70,86,62,92,130,107,122.99,94,91
"ENSG00000019991",3,2,4,2,2,1,7,3,5,1,6,7.07,9,1,0,3,0,5
"ENSG00000019995",149.39,198.88,237.96,235.66,207.82,186.11,74.64,69.01,74,232.24,259.14,293.69,479.8,424.14,224.37,151.46,226.42,127
"ENSG00000020129",10,5,19,28,35,34,9,4,4,9,20,15,33,44,33,26,17,18
"ENSG00000020181",3,2,1,0,2,0,3,8,1,0,1,0,7,6,2,1,2,3
"ENSG00000020256",28,41,53.99,52.57,49,41,32,33,24,43,61,75,76,98,44.06,36,43,36
"ENSG00000020426",64.27,70,75,82,97,82.87,39,27.02,28,102.87,108,108,98.4,93.76,62,61,99,81
"ENSG00000020577",185.45,256.98,294.95,361.18,337.02,336.09,115.01,89.17,63,297,377.88,380,724.06,699.02,456.45,274,298,244
"ENSG00000020633",2,3,4.25,0.55,2.21,1,7,3.94,1,0,0,0,5,14,3,1,0,2
"ENSG00000020922",82.47,90.82,122.78,83,98.76,88.21,31.81,31.67,27.07,93.55,109.45,116,162.52,134.51,80.41,78,100,94.44
"ENSG00000021300",1,1,1,1,0,0,6,6,1,0,0,0,2,4,2,1,0,2
"ENSG00000021355",124.93,121.99,182.3,270,455.43,305.06,72,44,51,338,383.03,377.01,148,118,70,301.65,276,256.1
"ENSG00000021461",21.21,35.35,52.01,91.59,75.06,73.2,4.7,9.16,16.26,99.46,84.29,91.49,45.99,36.53,29.41,50.76,39.34,28.85
"ENSG00000021488",19.99,26,27,53.37,52,51,9,11,10,54,71.57,67,34.99,31,12,81,54,31
"ENSG00000021574",79.04,60,99,101.2,115,91,36.8,21,22,110,120,128,111,93.14,51,60,86,88
"ENSG00000021645",8,8,7.03,0,0,0,33,18,8,2,3,2,15,15,4,9,3,6
"ENSG00000021762",2,4.94,5,0,0,2,9,6,0,3,2,2,11,7,1,2,5,7
"ENSG00000021776",187.9,202,268.94,227.48,234.53,199.81,90,74,58,242,269.5,268,248,273,152,170.95,195,153
"ENSG00000021826",1454.74,2344.07,3014.36,4649.77,3757.17,3498.06,816.02,640.1,424,5996.96,7506.43,7859.2,5526.63,4507.82,2721.47,3289.26,1581.79,2220.7
"ENSG00000021852",209.99,290.56,454.02,494.56,264.98,318.99,106,64,70.99,407,454.98,404.98,823.98,921.93,374,188,192,158
"ENSG00000022267",37,30.85,41,17,23,19.16,26,22,9,16.99,20,23,43.9,31,19.94,6,5,3
"ENSG00000022277",162.07,225,308.68,321.2,302.65,305.51,111.04,89,84.75,220.02,238,230,359.29,341.67,179.39,196,232.55,207
"ENSG00000022355",10.04,4.5,5.17,8.95,8.2,8.02,10.51,14.13,7.49,2.48,7.21,0.83,21.54,30.8,30.58,27.74,26.34,26.43
"ENSG00000022556",7,12,9,3,7,7,9,6,10,3,3,6,14.42,3.93,5,3,8,0
"ENSG00000022567",7,0,4,2,2,0,15,14,10,3,2,3,12,14,2,5,9,7
"ENSG00000022840",150.9,214.4,258.59,411.56,439.93,439.11,70.37,52,76,320,417.45,393,530.9,514.23,320.62,331.89,307,262.4
"ENSG00000022976",8,23.53,14.11,20.61,31.02,18.21,6,6,8.61,31.41,32.67,33.36,51.08,47.78,28.33,31,29.37,44.72
"ENSG00000023041",95,91,112,108.11,130,102,38,30.79,42,107,109,105,138.91,93.98,54.54,79,112,103.36
"ENSG00000023171",23.22,31,46.84,46.83,44.96,44.73,26.31,25.09,17,59.95,85.95,63.2,22.2,30.11,18,48.83,18,39
"ENSG00000023191",13,29,44,126,106.04,114,15,16.91,12,75,104.9,90,182,293.42,177,165,86,120
"ENSG00000023228",544.69,635.06,832.97,928.66,940.56,847.67,243.16,182.75,245.23,806.99,957.33,944.05,1454.4,1209.93,638.48,733.68,828.44,661.37
"ENSG00000023287",464.06,423.42,515.94,509.18,577.31,453.19,171.11,110.89,185,653.99,716.12,613.27,634,544.01,291.25,297.97,359,305
"ENSG00000023318",267.88,313.99,451,435.53,430.34,375.92,111.22,97.99,72,542.26,548.99,566.97,478,401.21,197,301,364,262
"ENSG00000023330",235,265.99,339.33,471.68,760.03,721.72,120,106,59,541.06,563.34,539.15,280,263.37,170,663.3,409,504.98
"ENSG00000023445",255.02,220,225.29,247.12,447.93,433.09,98.47,72.34,118,375,373.04,297.36,185.38,183,122,216.11,234.46,278.44
"ENSG00000023516",367.5,444.65,566.86,517.29,630.56,468.15,182.83,151.94,160,616,680,655.78,537.14,456.59,269.75,336.9,376.98,315.01
"ENSG00000023572",26.99,41,52,58,54,38,14,14,18,48.02,57,51,90,81,37,32,35,43
"ENSG00000023608",35.16,24.09,49.34,44,52,33.3,17.23,18.99,28,44,44,30,25.14,25.33,16.05,37.02,62,42.72
"ENSG00000023697",214.01,201.9,273.93,207.99,247.44,181.77,90,79,70,211,242,241.98,304.92,268.31,167,184,172,223.98
"ENSG00000023734",219.8,268.28,339.76,380.64,507.86,387.66,125.63,76.04,84.79,303.91,332.32,358.12,349.95,302.58,196.93,341.29,302.79,294.38
"ENSG00000023839",1956.58,2964.76,3602.83,5797.23,6930.91,5935.99,1002.86,941.83,768.69,6834.54,7992.45,9002.92,3921.13,3501.05,2294.43,4813.63,4632.02,4033.53
"ENSG00000023892",3,2,0,2,3.06,3,3,2,0,2,3,3,10,8,8,0,4.1,5
"ENSG00000023902",20,15,28,28,45,47,26,28,14,14,16,10,28,36,30,14,29,26
"ENSG00000023909",116.06,119.62,165,242.13,387,268.84,64.99,54,41,394.92,438.85,350.09,192.94,173.07,91,323.01,276.97,290.01
"ENSG00000024048",342.13,412.96,564.98,503.35,466.18,402.62,170.95,123.27,115,554.69,615.06,676,666.98,688.73,350,324.98,417.32,290
"ENSG00000024422",52,77.03,72,165.93,155,151.06,20,17.19,7,143.94,200,157.01,150,143.78,108.83,169,167.99,201
"ENSG00000024526",1.96,0,1.9,2.82,0,1.28,4.09,1.56,1,0,3,0,1,1,0,2,4,8.73
"ENSG00000024862",85,118.48,143,131,137.92,112.96,37,24,51,124.08,107,107.18,172.36,174.98,77,70,101,94
"ENSG00000025039",84,86,105,111.17,148.99,151,53,32,31,117,104.98,105,163.84,160.99,81,87.02,119,99
"ENSG00000025156",15.74,39,38.5,27.94,33.07,15.63,23.78,13,13,35,33.87,29,38.9,34.84,28,31,12.9,24.82
"ENSG00000025293",125,112,167,144.1,148.99,148,59.84,44,19,123,172.06,167.13,163,169,88.83,84,93,82.87
"ENSG00000025423",466.28,548.98,722.91,667.99,483.29,466.08,154.99,98,166.05,771.55,856.01,782,1370.55,1182.6,623.88,257,292,209.46
"ENSG00000025434",76.07,83,102,161,156,145.13,27,32,27,139,155,152.91,222.99,261,150,180.27,100,106
"ENSG00000025708",18.69,20.16,36,95.84,58.79,94.31,12,8.51,12,71.42,82.59,56.31,261.96,292.45,215.37,186.3,156.31,182.2
"ENSG00000025770",4,7,10.76,19,21,24.09,8.36,6.49,2,13,18,17,51,67.95,30.96,14,14,15
"ENSG00000025772",39,84,107.18,91.99,126,118,31,28,16,78,83.49,70.65,85,102,57,115,75,82
"ENSG00000025796",533.63,578.78,681.74,808.04,717.26,573.14,165.85,138.49,157.07,880.57,973.26,934.1,861.77,659.28,387.72,496.43,691.77,599.07
"ENSG00000025800",316.61,431.38,564.81,558.52,670.71,530.64,168,117.52,127.31,510.43,506.91,560.32,544.41,518.75,340.52,363.6,327.34,341.18
"ENSG00000026025",379,483.03,715.89,622.97,882.7,822.39,484.92,204,295,222.16,240,212.01,1075.53,1315.9,781.95,879.88,758.31,804
"ENSG00000026036",1.45,1.87,1.71,15.84,8.5,3.44,7.07,6.15,0,0,3.33,1.55,17.96,14.87,17.25,3.6,3.52,2.31
"ENSG00000026103",208,242,328.72,273.8,328.86,263.98,79.55,87,71,420,352.36,369.58,209.02,248.95,150,206,196,181
"ENSG00000026297",17.64,22.54,19.84,72.39,58.72,50.07,45.1,27.79,30,47.08,49,51,79,75,40,49,52.45,44
"ENSG00000026508",304,285,355,621.99,888.33,810.78,188,109,126,355,356.52,415.84,385,391,201,341.22,339,361
"ENSG00000026559",3,2,4,0,0,1,9,4,9,0,0,1,3,6,2,1,0,1
"ENSG00000026652",20,18.99,30,13.48,23,15,22,27,5,2,7,7,30.98,23,16,23,13,19
"ENSG00000026751",46,25,42,18,31,21,23,17.11,20,4,0,3,159,133.14,75,36,30,37
"ENSG00000026950",24.73,40.41,44.65,60.03,54.19,60.58,16.97,20.79,13.28,50.86,70.81,79.83,66.71,47.89,34.76,23.2,24.4,17.35
"ENSG00000027001",34,45.84,63.96,62.84,54,51.89,33,25.94,8,39.48,43.9,52,74.88,52,39.26,51,39,39.83
"ENSG00000027075",7,10,12,6,12,13,4,7,6,8,11,16,17.17,22,15,13.02,14,10
"ENSG00000027644",5,2,2,0,0,0,4,5,2,0,0,0,0,1,0,0,0,0
"ENSG00000027697",191,210.98,301,279.01,360.77,325.42,90,65,90,282,279,264.25,318.6,298,172,242,317,288
"ENSG00000027847",8.82,14,10,23.94,20.87,18.97,17,6,0,16,27,19,52,54,31,37,31,24
"ENSG00000027869",5,2,3,0,2,2,3,5,0,0,1,0,2,1,2,3,0,0
"ENSG00000028116",85,91,111.47,82,117,79.38,44,22,29,106,90,94,99,87,45.98,46,46,51
"ENSG00000028137",9,15,15,33,46,67,10,8,5,16,39,35,32,54,19,62,26,51.98
"ENSG00000028203",252.97,301.23,409.36,395.29,397.31,318.73,135.1,92,95.96,400.6,453.27,393.97,323.77,348.53,214.97,285.98,302.38,297.01
"ENSG00000028277",8,3,4,3,1,2,12,11.17,11,2,2,2,11,19,3,1,4,0.96
